dataset,algorithm,params,n_clusters,ARI,time
taichi,BIRCH,"{'n_clusters': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.03599434251354887,0.01971888542175293
taichi,BIRCH,"{'n_clusters': 4, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.019685346825346065,0.01956915855407715
taichi,BIRCH,"{'n_clusters': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.02877303621387509,0.01946401596069336
taichi,GaussianMixture,"{'n_clusters': 1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.00516200065612793
taichi,GaussianMixture,"{'n_clusters': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",2,0.00019407957277368736,0.02778792381286621
taichi,GaussianMixture,"{'n_clusters': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.023167131613025835,0.03819990158081055
taichi,GaussianMixture,"{'n_clusters': 4, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.003068405527188778,0.04163098335266113
taichi,GaussianMixture,"{'n_clusters': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.010220839532776164,0.04990720748901367
taichi,Modularity(kNN+Leiden),"{'resolution': 0.0001, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.13740195092627272,0.26428818702697754
taichi,Modularity(kNN+Leiden),"{'resolution': 0.001, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.13740195092627272,0.16873979568481445
taichi,Modularity(kNN+Leiden),"{'resolution': 0.01, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.27834350270951186,0.16879582405090332
taichi,Modularity(kNN+Leiden),"{'resolution': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",10,0.007510630858021113,0.16623401641845703
taichi,Modularity(kNN+Leiden),"{'resolution': 0.8, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",25,0.0035264039610172254,0.16496992111206055
taichi,Modularity(kNN+Leiden),"{'resolution': 1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",28,0.0029618358854833957,0.16541481018066406
spiral3,MiniBatchKMeans,"{'n_clusters': 1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.0036487579345703125
spiral3,MiniBatchKMeans,"{'n_clusters': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",2,0.00938349378991289,0.003650188446044922
spiral3,MiniBatchKMeans,"{'n_clusters': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.024706037433338424,0.009125947952270508
spiral3,MiniBatchKMeans,"{'n_clusters': 4, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.01997255910241757,0.008314132690429688
spiral3,MiniBatchKMeans,"{'n_clusters': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.027534753494786637,0.008514165878295898
spiral3,AffinityPropagation,"{'damping': 0.5, 'preference': -25, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",680,0.025021824371807895,1.3764028549194336
spiral3,AffinityPropagation,"{'damping': 0.5, 'preference': -200, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1140,0.0031687537670832327,1.407226800918579
spiral3,AffinityPropagation,"{'damping': 0.5, 'preference': -100, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1112,0.0037600093542303177,1.3308498859405518
spiral3,AffinityPropagation,"{'damping': 0.5, 'preference': -50, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",586,0.03459175249877509,1.249971866607666
spiral3,AffinityPropagation,"{'damping': 0.5, 'preference': 0, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1283,0.0,0.20429515838623047
spiral3,AffinityPropagation,"{'damping': 0.7, 'preference': -25, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",14,0.07307811357862229,0.6957969665527344
spiral3,AffinityPropagation,"{'damping': 0.7, 'preference': -200, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.013401841238887977,1.1272268295288086
spiral3,AffinityPropagation,"{'damping': 0.7, 'preference': -100, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",7,0.024997386049526973,0.6397569179534912
spiral3,AffinityPropagation,"{'damping': 0.7, 'preference': -50, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",11,0.03965941773421436,0.6203780174255371
spiral3,AffinityPropagation,"{'damping': 0.7, 'preference': 0, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1283,0.0,0.21011805534362793
spiral3,AffinityPropagation,"{'damping': 0.9, 'preference': -25, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",11,0.0651402051040996,0.4097621440887451
spiral3,AffinityPropagation,"{'damping': 0.9, 'preference': -200, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.019126550121846116,0.4111349582672119
spiral3,AffinityPropagation,"{'damping': 0.9, 'preference': -100, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",6,0.016540285307375845,0.4676799774169922
spiral3,AffinityPropagation,"{'damping': 0.9, 'preference': -50, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",9,0.0696896157684355,0.4488399028778076
spiral3,AffinityPropagation,"{'damping': 0.9, 'preference': 0, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1283,0.0,0.2148129940032959
spiral3,AffinityPropagation,"{'damping': 0.93, 'preference': -25, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",13,0.06039122651340764,0.617664098739624
spiral3,AffinityPropagation,"{'damping': 0.93, 'preference': -200, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.02541730551403765,0.5638999938964844
spiral3,AffinityPropagation,"{'damping': 0.93, 'preference': -100, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",8,0.02434010482373482,0.5029952526092529
spiral3,AffinityPropagation,"{'damping': 0.93, 'preference': -50, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",9,0.0696896157684355,0.5576751232147217
spiral3,AffinityPropagation,"{'damping': 0.93, 'preference': 0, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1283,0.0,0.22292208671569824
spiral3,MeanShift,"{'quantile': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.07035994529724121
spiral3,MeanShift,"{'quantile': 0.3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.03133392333984375
spiral3,MeanShift,"{'quantile': 0.5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.017390012741088867
spiral3,MeanShift,"{'quantile': 0.7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.011688947677612305
spiral3,SpectralClustering,"{'n_clusters': 1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.04208993911743164
spiral3,SpectralClustering,"{'n_clusters': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",2,0.572191624586587,0.20373296737670898
spiral3,SpectralClustering,"{'n_clusters': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.2614870071411133
spiral3,SpectralClustering,"{'n_clusters': 4, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.8684840170454983,0.1670370101928711
spiral3,SpectralClustering,"{'n_clusters': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.4352750853009964,0.09941887855529785
spiral3,Ward,"{'n_clusters': 1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.05874300003051758
spiral3,Ward,"{'n_clusters': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",2,0.015916700170321502,0.057717084884643555
spiral3,Ward,"{'n_clusters': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.030535166610057323,0.05856895446777344
spiral3,Ward,"{'n_clusters': 4, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.029311735441427508,0.05593609809875488
spiral3,Ward,"{'n_clusters': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.031594616225929385,0.05483222007751465
spiral3,AgglomerativeClustering,"{'n_clusters': 1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.04642629623413086
spiral3,AgglomerativeClustering,"{'n_clusters': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",2,0.009070259439469158,0.04666900634765625
spiral3,AgglomerativeClustering,"{'n_clusters': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.06439338109380956,0.04645681381225586
spiral3,AgglomerativeClustering,"{'n_clusters': 4, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.1274629210897948,0.046219825744628906
spiral3,AgglomerativeClustering,"{'n_clusters': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.16821197456815354,0.04742908477783203
spiral3,DBSCAN,"{'eps': 0.2, 'min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.002084016799926758
spiral3,DBSCAN,"{'eps': 0.2, 'min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.0019199848175048828
spiral3,DBSCAN,"{'eps': 0.2, 'min_samples': 10, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.9815809383625622,0.0018701553344726562
spiral3,DBSCAN,"{'eps': 0.2, 'min_samples': 15, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",7,0.4759546325125611,0.0018007755279541016
spiral3,DBSCAN,"{'eps': 0.3, 'min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.002132892608642578
spiral3,DBSCAN,"{'eps': 0.3, 'min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.002135038375854492
spiral3,DBSCAN,"{'eps': 0.3, 'min_samples': 10, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.0020990371704101562
spiral3,DBSCAN,"{'eps': 0.3, 'min_samples': 15, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.9976571655709431,0.0020639896392822266
spiral3,DBSCAN,"{'eps': 0.4, 'min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.002413034439086914
spiral3,DBSCAN,"{'eps': 0.4, 'min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.002370119094848633
spiral3,DBSCAN,"{'eps': 0.4, 'min_samples': 10, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.002351045608520508
spiral3,DBSCAN,"{'eps': 0.4, 'min_samples': 15, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.002368927001953125
spiral3,DBSCAN,"{'eps': 0.5, 'min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.0029251575469970703
spiral3,DBSCAN,"{'eps': 0.5, 'min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.0029189586639404297
spiral3,DBSCAN,"{'eps': 0.5, 'min_samples': 10, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.002872943878173828
spiral3,DBSCAN,"{'eps': 0.5, 'min_samples': 15, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.002849102020263672
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 5, 'hdbscan_min_samples': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",135,0.02990749707917592,0.007264137268066406
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 5, 'hdbscan_min_samples': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.007570981979370117
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 5, 'hdbscan_min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.007436037063598633
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 5, 'hdbscan_min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.007278919219970703
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 10, 'hdbscan_min_samples': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.006084918975830078
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 10, 'hdbscan_min_samples': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.006065845489501953
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 10, 'hdbscan_min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005795955657958984
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 10, 'hdbscan_min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005647182464599609
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 15, 'hdbscan_min_samples': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005024909973144531
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 15, 'hdbscan_min_samples': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005027294158935547
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 15, 'hdbscan_min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005176067352294922
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 15, 'hdbscan_min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.0052568912506103516
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 20, 'hdbscan_min_samples': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.004747867584228516
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 20, 'hdbscan_min_samples': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.004699230194091797
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 20, 'hdbscan_min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.004783153533935547
spiral3,HDBSCAN,"{'allow_single_cluster': True, 'hdbscan_min_cluster_size': 20, 'hdbscan_min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.0054759979248046875
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 5, 'hdbscan_min_samples': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",135,0.02990749707917592,0.007050991058349609
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 5, 'hdbscan_min_samples': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.008280277252197266
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 5, 'hdbscan_min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.007313966751098633
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 5, 'hdbscan_min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.007464885711669922
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 10, 'hdbscan_min_samples': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.0060579776763916016
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 10, 'hdbscan_min_samples': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.006018161773681641
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 10, 'hdbscan_min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.0058078765869140625
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 10, 'hdbscan_min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005644083023071289
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 15, 'hdbscan_min_samples': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005017757415771484
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 15, 'hdbscan_min_samples': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.004995107650756836
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 15, 'hdbscan_min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005158185958862305
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 15, 'hdbscan_min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005283832550048828
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 20, 'hdbscan_min_samples': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005164146423339844
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 20, 'hdbscan_min_samples': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.004730701446533203
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 20, 'hdbscan_min_samples': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.004789829254150391
spiral3,HDBSCAN,"{'allow_single_cluster': False, 'hdbscan_min_cluster_size': 20, 'hdbscan_min_samples': 7, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.005037069320678711
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 5, 'xi': 0.025, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.09000269222296389,0.2932429313659668
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 5, 'xi': 0.05, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.09643616836503617,0.29355478286743164
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 5, 'xi': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.09596032424938654,0.2932929992675781
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 7, 'xi': 0.025, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.08853871023517038,0.29169297218322754
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 7, 'xi': 0.05, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.08803666700371526,0.3209550380706787
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 7, 'xi': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.08803666700371526,0.291546106338501
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 10, 'xi': 0.025, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.09266803842421804,0.2911982536315918
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 10, 'xi': 0.05, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.13861823864205003,0.2916421890258789
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 10, 'xi': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.29404282569885254
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 15, 'xi': 0.025, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.10307544609078109,0.29431819915771484
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 15, 'xi': 0.05, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.14794773220251334,0.3014230728149414
spiral3,OPTICS,"{'min_cluster_size': 0.1, 'min_samples': 15, 'xi': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.6041361980798714,0.3090510368347168
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 5, 'xi': 0.025, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.640749741294967,0.30701112747192383
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 5, 'xi': 0.05, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.640749741294967,0.3093712329864502
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 5, 'xi': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.8273119631506534,0.3063640594482422
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 7, 'xi': 0.025, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.5182061431318993,0.3103909492492676
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 7, 'xi': 0.05, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.6760676665313422,0.292766809463501
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 7, 'xi': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.7570730656525501,0.2982609272003174
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 10, 'xi': 0.025, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.45667311310206815,0.3068509101867676
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 10, 'xi': 0.05, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.7687521521921379,0.29485630989074707
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 10, 'xi': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,1.0,0.29204320907592773
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 15, 'xi': 0.025, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.4762612199740532,0.29220104217529297
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 15, 'xi': 0.05, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.5232262683793347,0.29479289054870605
spiral3,OPTICS,"{'min_cluster_size': 0.2, 'min_samples': 15, 'xi': 0.1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.793182232249909,0.2920849323272705
spiral3,BIRCH,"{'n_clusters': 1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.005396366119384766
spiral3,BIRCH,"{'n_clusters': 2, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",2,0.010080488296244163,0.009357929229736328
spiral3,BIRCH,"{'n_clusters': 3, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",3,0.011077346690342995,0.0053708553314208984
spiral3,BIRCH,"{'n_clusters': 4, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",4,0.010417218122331115,0.0054051876068115234
spiral3,BIRCH,"{'n_clusters': 5, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",5,0.015058982485828593,0.005353212356567383
spiral3,GaussianMixture,"{'n_clusters': 1, 'n_neighbors': 3, 'random_state': 42, 'modularity_neighbors': 15, 'lambda': 1}",1,0.0,0.0017080307006835938
